This list contains all games supported by FB Alpha.

2833 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| g_immo	| D	| Immorta						| 		| 1900	| Unsorted	| Megadrive	| 					|
| inthuntu	| D	| In The Hunt (US)					| inthunt	| 1993	| Irem America	| Miscellaneous	| Preliminary driver			|
| inthunt	| D	| In The Hunt (World)					| 		| 1993	| Irem		| Miscellaneous	| Preliminary driver			|
| g_icdb	| D	| Incredible Crash Dummie				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_icd		| D	| Incredible Crash Dummie				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_hulk	| D	| Incredible Hul					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_indlce	| D	| Indiana Jones and the Last Crusade (E) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_indl	| D	| Indiana Jones and the Last Crusade (U) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_insxj	| D	| Insector X (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_insx	| D	| Insector X (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_intr	| D	| International Rugby (E) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_iss		| D	| International Superstar Soccer Deluxe (E) [!]		| 		| 1996	| Konami / Facto| Megadrive	| 					|
| g_ishi	| D	| Ishido - The Way of the Stones (U) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_icftd	| D	| It Came From The Desert (Beta)			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_itch	| D	| Itchy and Scratchy Gam				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_izzy	| D	| Izzy's Quest for the Olympic Rings (UE) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jlcs	| D NW	| J. League Champion Soccer (J) [!]			| G_wts		| 1900	| Unsorted	| Megadrive	| 					|
| g_jlps00	| D	| J. League Pro Striker (J) (REV00) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jlpp	| D	| J. League Pro Striker - Perfect Edition (J) [c][!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jlp2	| D	| J. League Pro Striker 2 (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jlp		| D	| J. League Pro Striker 2 (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jlpf	| D	| J. League Pro Striker Final Stage (J) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jnpg	| D	| Jack Nicklaus' Power Challenge Golf (UE) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| jack		|  	| Jack the Giantkiller (set 1)				| 		| 1982	| Cinematronics	| Jack the Giant| 					|
| jack2		|  	| Jack the Giantkiller (set 2)				| jack		| 1982	| Cinematronics	| Jack the Giant| 					|
| jack3		|  	| Jack the Giantkiller (set 3)				| jack		| 1982	| Cinematronics	| Jack the Giant| 					|
| g_bond	|  	| James Bond 007 - The Duel (UE) [!]			| 		| 1993	| Domark	| Megadrive	| 					|
| g_jbondw	|  	| James Bond 007 - The Duel (W)				| g_bond	| 1993	| Domark	| Megadrive	| 					|
| g_jbdb	| D	| James Buster Douglas Knock Out Boxing (UE) [c][!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jp3		|  	| James Pond 3 - Operation Starfish (UE) [!]		| 		| 1993	| Electronic Art| Megadrive	| 					|
| g_jp2j	|  	| James Pond II - Codename RoboCod (J) [!]		| g_jp2		| 1991	| Electronic Art| Megadrive	| 					|
| g_jp2		|  	| James Pond II - Codename RoboCod (UE) [!]		| 		| 1991	| Electronic Art| Megadrive	| 					|
| g_jamm	| D	| Jammit (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jano	| D	| Janou Touryumon (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_janout	| D	| Janou Touryumon (J) [a1][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jant	| D	| Jantei Monogatari (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jely	| D	| Jelly Boy (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jcte	| D	| Jennifer Capriati Tennis (U) [!]			| 		| 1900	| Sega / System | Megadrive	| 					|
| g_jeop	| D	| Jeopardy! (U) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jeod	| D	| Jeopardy! Deluxe (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jeos	| D	| Jeopardy! Sports Edition (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jgpf	| D	| Jerry Glanville's Pigskin Footbrawl (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jewlj	| D	| Jewel Master (J) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jewl	| D	| Jewel Master (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jimp	| D	| Jim Power - The Arcade Game (Beta)			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jwws	| D	| Jimmy White's Whirlwind Snooker (E) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| jockeygp	|  	| Jockey Grand Prix					| 		| 2001	| Sun Amazement | Neo Geo	| 					|
| g_jmac	| D	| Joe & Mac Caveman Ninja (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jmof	| D	| Joe Montana Football (JU) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jmons2	|  	| Joe Montana Sports Talk Football 2 (W) (REV00) [!]	| g_jms2	| 1900	| Unsorted	| Megadrive	| 					|
| g_jms		| D	| Joe Montana Sports Talk Football 2 (W) (REV01) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jms2	|  	| Joe Montana Sports Talk Football 2 (W) (REV01) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma92	|  	| John Madden Football '92 (UE) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma93	| D	| John Madden Football '93 (UE) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma3c	| D	| John Madden Football '93 - Championship Edition (U) [!| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_madj	|  	| John Madden Football (J) [!]				| g_ma		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma		|  	| John Madden Football (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma94	| D	| John Madden NFL 94 (UE) [c][!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| joinem	|  	| Joinem						| 		| 1986	| Global Corpora| Jack the Giant| 					|
| jojobane	|  	| JoJo's Bizarre Adventure: Heritage for the Future / Jo| jojoba	| 1999	| Capcom	| CPS-3		| 					|
| jojoba	|   NW	| JoJo's Bizarre Adventure: Heritage for the Future / Jo| 		| 1999	| Capcom	| CPS-3		| 					|
| jojoban	|  	| JoJo's Bizarre Adventure: Heritage for the Future / Jo| jojoba	| 1999	| Capcom	| CPS-3		| 					|
| jojon		|  	| JoJo's Venture / JoJo no Kimyouna Bouken (Asia 981202,| jojo		| 1998	| Capcom	| CPS-3		| 					|
| jojoaltn	|  	| JoJo's Venture / JoJo no Kimyouna Bouken (Asia 990108,| jojo		| 1998	| Capcom	| CPS-3		| 					|
| jojo		|   NW	| JoJo's Venture / JoJo no Kimyouna Bouken (Japan 981202| 		| 1998	| Capcom	| CPS-3		| 					|
| jojoalt	| D NW	| JoJo's Venture / JoJo no Kimyouna Bouken (Japan 990108| jojo		| 1998	| Capcom	| CPS-3		| 					|
| g_jb11j	| D	| Jordan vs Bird - Super One-on-One (J) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jb1100	| D	| Jordan vs Bird - Super One-on-One (UE) (REV00) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jb11	| D	| Jordan vs Bird - Super One-on-One (UE) (REV01) [!]	| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_str2	| D	| Journey From Darkness - Strider Returns (U) [c][!]	| 		| 1994	| Tiertex / Capc| Megadrive	| 					|
| joyman	|  	| Joyman						| puckman	| 1982	| hack		| Pac-man	| 					|
| g_jdrdb	| D	| Judge Dredd - The Movie (Beta)			| 		| 1995	| Acclaim / Prob| Megadrive	| 					|
| g_jdrdba	| D	| Judge Dredd - The Movie (Beta) [a1]			| 		| 1995	| Acclaim / Prob| Megadrive	| 					|
| g_jdre	| D	| Judge Dredd - The Movie (W) [!]			| 		| 1995	| Acclaim / Prob| Megadrive	| 					|
| g_juju	| D	| JuJu Densetsu (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| jumpkids	|  	| Jump Kids						| 		| 1993	| Comad		| Miscellaneous	| 					|
| jumpshot	|  	| Jump Shot						| 		| 1985	| Bally Midway	| Pac-man	| 					|
| jumpshtp	|  	| Jump Shot Engineering Sample				| jumpshot	| 1985	| Bally Midway	| Pac-man	| 					|
| jumppop	|  	| Jumping Pop						| 		| 2001	| ESD		| Miscellaneous	| Missing Sounds			|
| g_junc	| D	| Junction (JU) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jbok	| D	| Jungle Boo						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jbooke	| D	| Jungle Boo						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jstrkb	| D	| Jungle Strike (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jstrj	| D	| Jungle Strike (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jstr	| D	| Jungle Strike (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_junkb	| D	| Junkers High (Beta)					| g_or20	| 1992	| Sims		| Megadrive	| 					|
| g_jparkb	| D	| Jurassic Park (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jparke	| D	| Jurassic Park (E) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jparkj	| D	| Jurassic Park (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jpar	| D	| Jurassic Park (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jpra	| D	| Jurassic Park - Rampage Edition (UE) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_jpa2	| D	| Jurassic Park 2 - The Lost World (U) [!]		| 		| 1998	| Unsorted	| Megadrive	| 					|
| g_jltf	| D	| Justice League Task Force (W) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_juuo00	| D NW	| Juu-Ou-Ki (J) (REV00) [c][!]				| g_abea	| 1988	| Sega		| Megadrive	| 					|
| g_juuo01	| D NW	| Juu-Ou-Ki (J) (REV01) [!]				| g_abea	| 1988	| Sega		| Megadrive	| 					|
| altbeaj3	|  	| Juuouki (set 3, Japan, FD1094 317-0068)		| altbeast	| 1988	| Sega		| System 16B	| 					|
| altbeasj	|  	| Juuouki (set 6, Japan, 8751 317-0077)			| altbeast	| 1988	| Sega		| System 16B	| 					|
| jyangoku	|  	| Jyangokushi  -Haoh no Saihai- (990527 Japan)		| 		| 1999	| Mitchell	| CPS2		| 					|
| janshin	|  	| Jyanshin Densetsu - quest of jongmaster		| 		| 1994	| Aicom		| Neo Geo	| 					|
| g_kageki	| D	| Ka-Ge-Ki (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kgk		| D	| Ka-Ge-Ki - Fists of Steel (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| kabukikl	|  	| Kabuki Klash - far east of eden\0tengai makyou - Shind| 		| 1995	| Hudson Soft	| Neo Geo	| 					|
| kaiteids	| D	| Kaitei Daisensou (Japan)				| inthunt	| 1993	| Irem		| Miscellaneous	| Preliminary driver			|
| karatblj	|  	| Karate Blazers (Japan)				| karatblz	| 1991	| Video System C| Video System	| 					|
| karatblu	|  	| Karate Blazers (US)					| karatblz	| 1991	| Video System C| Video System	| 					|
| karatblz	|  	| Karate Blazers (World?)				| 		| 1991	| Video System C| Video System	| 					|
| karnovr	|  	| Karnov's Revenge\0Fighter's History Dynamite		| 		| 1994	| Data East Corp| Neo Geo	| 					|
| g_kawab	| D	| Kawasaki Superbike Challenge (Beta)			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kawa	| D	| Kawasaki Superbike Challenge (UE) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kbox	|  	| Kick Boxing, The (J) [!]				| g_botb	| 1900	| Unsorted	| Megadrive	| 					|
| g_ko3		| D	| Kick Off 3 - European Challenge (E) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kidc	| D	| Kid Chameleon (UE) [!]				| 		| 1994	| Sega		| Megadrive	| 					|
| g_kgs		| D	| Killing Game Sho					| 		| 1991	| Psygnosis	| Megadrive	| 					|
| g_kgsr	| D	| Killing Game Sho					| 		| 1993	| Psygnosis	| Megadrive	| 					|
| g_kingcj	| D	| King Colossus (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| kog		|  	| King of Gladiator (bootleg)				| kof97		| 1997	| bootleg	| Neo Geo	| bootleg of \"The King of Fighters '97\|
| g_kotme	| D	| King of the Monsters (E) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| kotm		|  	| King of the Monsters (set 1)				| 		| 1991	| SNK		| Neo Geo	| 					|
| kotmh		|  	| King of the Monsters (set 2)				| kotm		| 1991	| SNK		| Neo Geo	| 					|
| g_ktm		| D	| King of the Monsters (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ktm2	| D	| King of the Monsters 2 (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| kotm2		|  	| King of the Monsters 2 - the next thing		| 		| 1992	| SNK		| Neo Geo	| 					|
| g_ksalmj	| D	| King Salmon - The Big Catch (J) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ksal	| D	| King Salmon - The Big Catch (U) [c][!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kbou	| D	| King's Bounty (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| kingdmgp	|  	| Kingdom Grandprix (World)				| shippumd	| 1994	| Raizing / 8ing| Toaplan GP9001| 					|
| g_kishi	| D	| Kishi Densetsu (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kisssh	| D	| Kiss Shot (SN) (J)					| 		| 1900	| Sega		| Megadrive	| 					|
| kizuna	|  	| Kizuna Encounter - super tag battle\0Fu'un Super Tag B| 		| 1996	| SNK		| Neo Geo	| 					|
| g_klaxj	| D	| Klax (J) [c][!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_klax	| D	| Klax (UE) [!]						| 		| 1900	| Unsorted	| Megadrive	| 					|
| knights	|  	| Knights of the Round (911127 etc)			| 		| 1991	| Capcom	| CPS1		| 					|
| knightsj	|  	| Knights of the Round (911127 Japan)			| knights	| 1991	| Capcom	| CPS1		| 					|
| knightsu	|  	| Knights of the Round (911127 USA)			| knights	| 1991	| Capcom	| CPS1		| 					|
| kovj		|  	| Knights of Valour - Sangoku Senki (V100, Japanese Boar| kov		| 1999	| IGS		| PGM		| 					|
| kov115	|  	| Knights of Valour - Sangoku Senki (V115)		| kov		| 1999	| IGS		| PGM		| 					|
| kov		|  	| Knights of Valour - Sangoku Senki (V117)		| 		| 1999	| IGS		| PGM		| 					|
| kov2106	| D NW	| Knights of Valour 2 (V106)				| kov2		| 2000	| IGS		| PGM		| Needs second CPU emulated (ARM7)	|
| kov2		| D NW	| Knights of Valour 2					| 		| 2000	| IGS		| PGM		| Needs second CPU emulated (ARM7)	|
| kov2p		| D NW	| Knights of Valour 2 Plus - Nine Dragons (VM204XX)	| kov2		| 2000	| IGS		| PGM		| Needs second CPU emulated (ARM7)	|
| kovplusa	|  	| Knights of Valour Plus - Sangoku Senki Plus (V119 alt)| kov		| 1999	| IGS		| PGM		| 					|
| kovplus	|  	| Knights of Valour Plus - Sangoku Senki Plus (V119)	| kov		| 1999	| IGS		| PGM		| 					|
| kovsh		| D NW	| Knights of Valour Superheroes\0Sangoku Senki Superhero| kov		| 1999	| IGS		| PGM		| 					|
| kbash		|  	| Knuckle Bash						| 		| 1993	| Toaplan	| Toaplan GP9001| No sound (sound MCU not emulated)	|
| korosuke	|  	| Korosuke Roller					| crush		| 1981	| Kural Electric| Pac-man	| 					|
| myangel	|  	| Kosodate Quiz My Angel (Japan)			| 		| 1996	| Namco		| Newer Seta	| 					|
| myangel2	|  	| Kosodate Quiz My Angel 2 (Japan)			| 		| 1996	| Namco		| Newer Seta	| 					|
| g_kout	| D	| Koutetsu Teikoku (J) [!]				| 		| 1994	| Hot B		| Megadrive	| 					|
| g_ksfh00	| D	| Krusty's Super Funhouse (UE) (REV00) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ksfh	| D	| Krusty's Super Funhouse (UE) (REV01) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kujaku	| D	| Kujaku Ou 2 (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kuuga	| D	| Kuuga - Operation Vapor Trail (J) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kyuuk	| D	| Kyuukyou Tiger (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_kyuuky	| D	| Kyuukyou Tiger (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_labyd	| D	| Labyrinth of Death (SN) (J) [!]			| 		| 1994	| Sega		| Megadrive	| 					|
| g_lvsc	| D	| Lakers vs Celtics and the NBA Playoffs (UE) [!]	| 		| 1990	| Electronic Art| Megadrive	| 					|
| g_landsj	| D	| Landstalker - Koutei no Zaihou (J) [!]		| 		| 1994	| Sega		| Megadrive	| 					|
| g_landsb	| D	| Landstalker - The Treasures of King Nole (Beta)	| 		| 1994	| Sega		| Megadrive	| 					|
| g_landse	| D	| Landstalker - The Treasures of King Nole (E) [!]	| 		| 1994	| Sega		| Megadrive	| 					|
| g_landsf	| D	| Landstalker - The Treasures of King Nole (F)		| 		| 1994	| Sega		| Megadrive	| 					|
| g_landsg	| D	| Landstalker - The Treasures of King Nole (G) [!]	| 		| 1994	| Sega		| Megadrive	| 					|
| g_land	| D	| Landstalker - The Treasures of King Nole (U) [!]	| 		| 1994	| Sega		| Megadrive	| 					|
| g_langr	| D	| Langrisser (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lngr2a	| D	| Langrisser II (J) (REV00) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lng201	| D	| Langrisser II (J) (REV01)				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lngr2c	| D	| Langrisser II (J) (REV02) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| lans2004	|  	| Lansquenet 2004 (bootleg)				| shocktr2	| 1998	| bootleg	| Neo Geo	| bootleg of \"Shock Troopers - 2nd squa|
| lghostu	|  	| Laser Ghost (set 1, US, 317-0165)			| lghost	| 1990	| Sega		| System 18	| Incomplete Sound			|
| lghost	|  	| Laser Ghost (set 2, World, 317-0166)			| 		| 1990	| Sega		| System 18	| Incomplete Sound			|
| g_last	| D	| Last Action Hero (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lbat	| D	| Last Battle (UE) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| lstduelb	|  	| Last Duel (bootleg)					| lastduel	| 1988	| bootleg	| Miscellaneous	| 					|
| lastduel	|  	| Last Duel (US set 1)					| 		| 1988	| Capcom	| Miscellaneous	| 					|
| lstduela	|  	| Last Duel (US set 2)					| lastduel	| 1988	| Capcom	| Miscellaneous	| 					|
| lresort	|  	| Last Resort						| 		| 1992	| SNK		| Neo Geo	| 					|
| g_lawn	| D	| Lawnmower Ma						| 		| 1900	| Unsorted	| Megadrive	| 					|
| lbowling	|  	| League Bowling					| 		| 1990	| SNK		| Neo Geo	| 					|
| ledstorm	|  	| Led Storm (US)					| madgear	| 1988	| Capcom	| Miscellaneous	| 					|
| ledstrm2	|  	| Led Storm Rally 2011 (US)				| madgear	| 1988	| Capcom	| Miscellaneous	| 					|
| legend	|  	| Legend						| 		| 1986	| Sega / Corelan| Kyugo		| 					|
| g_lgal	| D	| Legend of Galaha					| 		| 1900	| Unsorted	| Megadrive	| 					|
| legendos	|  	| Legend of Success Joe\0Ashitano Joe Densetsu		| 		| 1991	| SNK		| Neo Geo	| 					|
| g_leme	| D	| Lemmings (E) [!]					| 		| 1992	| Psygnosis / Su| Megadrive	| 					|
| g_lem00	| D	| Lemmings (JU) (REV00) [!]				| 		| 1992	| Psygnosis / Su| Megadrive	| 					|
| g_lem		| D	| Lemmings (JU) (REV01) [!]				| 		| 1992	| Psygnosis / Su| Megadrive	| 					|
| g_lem2e	| D	| Lemmings 2 - The Tribes (E) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lem2	| D	| Lemmings 2 - The Tribes (U) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lenfe	| D	| Lethal Enforcers (E) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lenfj	| D	| Lethal Enforcers (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_len		| D	| Lethal Enforcers (U) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lth2j	| D	| Lethal Enforcers II - Gun Fighters (E) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_len2	| D	| Lethal Enforcers II - Gun Fighters (U) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lhxj	| D	| LHX Attack Chopper (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lhx		| D	| LHX Attack Chopper (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_librty	| D	| Liberty or Death (U) [!]				| 		| 1993	| Koei		| Megadrive	| 					|
| g_licrue	| D	| Light Crusader (E) (M4) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_licruj	| D	| Light Crusader (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_licruk	| D	| Light Crusader (K) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ligh	| D	| Lightening Force - Quest for the Darkstar (U) [c][!]	| 		| 1992	| Tecnosoft	| Megadrive	| 					|
| g_lighfr	| D	| Lightening Force - Quest for the Darkstar (U) [c][!]	| 		| 1992	| Tecnosoft	| Megadrive	| 					|
| shangnle	|  	| Limited Edition Hang-On				| shangon	| 1991	| Sega		| Out Run	| 					|
| loffirej	|  	| Line of Fire / Bakudan Yarou (Japan, FD1094 317-0134)	| loffire	| 1989	| Sega		| X-Board	| 					|
| loffireu	|  	| Line of Fire / Bakudan Yarou (US, FD1094 317-0135)	| loffire	| 1989	| Sega		| X-Board	| 					|
| loffire	|  	| Line of Fire / Bakudan Yarou (World, FD1094 317-0136)	| 		| 1989	| Sega		| X-Board	| 					|
| g_lion	| D	| Lion Kin						| 		| 1900	| Unsorted	| Megadrive	| 					|
| lizwiz	|  	| Lizard Wizard						| 		| 1985	| Techstar (Sunn| Pac-man	| 					|
| g_lordmo	| D	| Lord Monarch (J) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lostvb	| D	| Lost Viking						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lost	| D	| Lost Viking						| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lostve	| D	| Lost Viking						| 		| 1900	| Unsorted	| Megadrive	| 					|
| lostwrld	|  	| Lost Worlds (Japan)					| forgottn	| 1988	| Capcom	| CPS1		| 					|
| g_lotu2b	| D	| Lotus II RECS (Beta)					| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lot2	| D	| Lotus II RECS (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_lot		| D	| Lotus Turbo Challenge (UE) [!]			| 		| 1900	| Unsorted	| Megadrive	| 					|
| loverboy	|  	| Lover Boy						| 		| 1983	| G.T Enterprise| Jack the Giant| 					|
| g_m1tank	| D	| M-1 Abrams Battle Tank (UE) (REV01) [!]		| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_mush	| D	| M.U.S.H.A (U) [!]					| 		| 1900	| Unsorted	| Megadrive	| 					|
| madgearj	|  	| Mad Gear (Japan)					| madgear	| 1989	| Capcom	| Miscellaneous	| 					|
| madgear	|  	| Mad Gear (US)						| 		| 1989	| Capcom	| Miscellaneous	| 					|
| g_ma95	| D	| Madden NFL 95 (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma96	| D	| Madden NFL 96 (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma97	| D	| Madden NFL 97 (UE) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_ma98	| D	| Madden NFL 98 (U) [c][!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| g_madou	| D	| Madou Monogatari I (J) [!]				| 		| 1900	| Unsorted	| Megadrive	| 					|
| mbrush	|  	| Magic Brush						| crush		| 1981	| bootleg	| Pac-man	| 					|
| g_msbu	| D	| Magic School Bu					| 		| 1900	| Unsorted	| Megadrive	| 					|
| mswordj	|  	| Magic Sword (23.06.1990 Japan)			| msword	| 1990	| Capcom	| CPS1		| 					|
| msword	|  	| Magic Sword - heroic fantasy (25.07.1990 other country| 		| 1990	| Capcom	| CPS1		| 					|
| mswordu	|  	| Magic Sword - heroic fantasy (25.07.1990 USA)		| msword	| 1990	| Capcom	| CPS1		| 					|
| mswordr1	|  	| Magic Sword - heroic fantasy (90.06.23 other country)	| msword	| 1990	| Capcom	| CPS1		| 					|
| mgcrystj	|  	| Magical Crystals (Japan, 92/01/13)			| mgcrystl	| 1991	| Kaneko (Atlus | Kaneko 16-bit	| 					|
